concert_id,演唱会名称,艺人,艺人热度分,音乐风格,省份,城市,演出场馆,场馆类型,场馆容纳量,开演日期,闭演日期,演出时长(分钟),主办方,票价下限(元),票价上限(元),实际入场人数,售票状态/备注
C202311405,张靓颖 2023特别呈现演唱会 南宁站,张靓颖,78,抒情,广西,南宁,南宁大剧院(演出厅),演艺中心,3462,2023-02-24,2023-02-24,113,大麦,49,130,2500,余票较多
C202611406,林俊杰 2026世界巡回演唱会 天津站,林俊杰,79,流行,天津,天津,天津演艺中心,演艺中心,3888,2026-02-09,2026-02-09,120,杰克音乐,49,115,2941,正常
C202411407,陈奕迅 2024特别呈现演唱会 佛山站,陈奕迅,81,抒情,广东,佛山,佛山体育馆,体育馆,12067,2024-03-11,2024-03-11,127,现场娱乐(主办合作),49,97,7652,余票较多
C202411408,王菲 2024世界巡回演唱会 青岛站,王菲,79,电子/氛围,山东,青岛,青岛体育中心体育馆,体育馆,23287,2024-06-18,2024-06-18,108,橙天嘉禾,49,309,18184,正常
C202611409,王嘉尔 2026年度演唱会 哈尔滨站,王嘉尔,82,嘻哈,黑龙江,哈尔滨,哈尔滨国际会展/体育馆(演出场),体育馆,24568,2026-03-10,2026-03-10,118,摩登天空,49,258,16500,余票较多
C202411410,林俊杰 2024巡回演唱会（3晚） 天津站,林俊杰,97,流行,天津,天津,天津国际会展/体育馆(演出场),体育馆,24558,2024-11-03,2024-11-05,126,猫眼演出,49,75,18964,正常
C202211411,孙燕姿 2022世界巡回演唱会 成都站,孙燕姿,53,流行,四川,成都,成都国际体育中心体育场,体育场,70210,2022-05-11,2022-05-11,116,大麦,49,218,41950,余票较多
C202211412,五月天 2022特别呈现演唱会 上海站,五月天,97,摇滚,上海,上海,上海艺术中心大剧场,演艺中心,9592,2022-08-17,2022-08-17,131,华纳音乐,49,276,6754,余票较多
C202411413,刘德华 2024巡回演唱会 贵阳站,刘德华,99,抒情,贵州,贵阳,贵阳体育文化中心体育馆,体育馆,13901,2024-11-15,2024-11-15,110,摩登天空,49,198,10017,余票较多
C202511414,汪苏泷 2025全国巡演 南昌站,汪苏泷,63,电子/流行,江西,南昌,南昌大剧院(演出厅),演艺中心,3357,2025-10-20,2025-10-20,128,华纳音乐,49,163,2293,余票较多
C202211415,汪苏泷 2022巡回演唱会 广州站,汪苏泷,66,流行,广东,广州,广州国际会展/体育馆(演出场),体育馆,33854,2022-06-12,2022-06-12,129,大麦,49,59,26621,正常
C202611416,汪苏泷 2026世界巡回演唱会 武汉站,汪苏泷,68,流行,湖北,武汉,武汉体育中心体育馆,体育馆,27233,2026-06-25,2026-06-25,120,大麦,49,79,17598,余票较多
C202211417,赵雷 2022年度演唱会 广州站,赵雷,50,民谣,广东,广州,广州体育中心体育馆,体育馆,31751,2022-09-29,2022-09-29,123,永乐票务,49,146,17417,上座偏低
C202311418,张学友 2023世界巡回演唱会（2晚） 郑州站,张学友,84,经典,河南,郑州,郑州体育馆,体育馆,18859,2023-02-12,2023-02-13,111,环球音乐,49,329,15100,正常
C202611419,周杰伦 2026年度演唱会 长春站,周杰伦,96,R&B,吉林,长春,长春演艺中心,演艺中心,5353,2026-05-03,2026-05-03,123,环球音乐,49,68,4088,正常
C202411420,刘德华 2024全国巡演 大连站,刘德华,88,流行,辽宁,大连,大连演艺中心,演艺中心,4784,2024-08-29,2024-08-29,114,大麦,49,159,3231,余票较多
C202311421,刘德华 2023年度演唱会 石家庄站,刘德华,94,抒情,河北,石家庄,石家庄体育馆,体育馆,3858,2023-07-27,2023-07-27,119,大麦,49,206,3278,正常
C202311422,毛不易 2023全国巡演（2晚） 武汉站,毛不易,52,民谣/流行,湖北,武汉,武汉体育馆,体育馆,19473,2023-08-27,2023-08-28,131,大麦,49,145,11337,余票较多
C202411423,刘若英(奶茶) 2024全新舞台演出 长春站,刘若英(奶茶),68,经典,吉林,长春,长春音乐厅/演出中心,演艺中心,3158,2024-09-01,2024-09-01,106,永乐票务,49,199,2177,余票较多
C202211424,陈奕迅 2022全国巡演 太原站,陈奕迅,88,抒情,山西,太原,太原国际会展/体育馆(演出场),体育馆,11515,2022-03-14,2022-03-14,110,猫眼演出,49,66,9428,正常
C202411425,周深 2024年度演唱会 南昌站,周深,68,古典/流行,江西,南昌,南昌奥体中心体育馆,体育馆,18780,2024-05-29,2024-05-29,94,大麦,49,89,11514,余票较多
C202611426,王嘉尔 2026巡回演唱会 贵阳站,王嘉尔,92,舞曲/电子,贵州,贵阳,贵阳奥体中心体育馆,体育馆,14818,2026-08-15,2026-08-15,139,大麦,49,59,11601,正常
C202311427,张杰 2023世界巡回演唱会 兰州站,张杰,77,抒情,甘肃,兰州,兰州大剧院(演出厅),演艺中心,4100,2023-06-19,2023-06-19,123,现场娱乐(主办合作),49,75,2648,余票较多
C202211428,邓紫棋 2022全国巡演 大连站,邓紫棋,80,流行,辽宁,大连,大连体育中心体育馆,体育馆,14832,2022-11-03,2022-11-03,114,索尼音乐,49,129,11372,正常
C202311429,刘若英(奶茶) 2023巡回演唱会 沈阳站,刘若英(奶茶),71,经典,辽宁,沈阳,沈阳奥体中心体育场,体育场,24303,2023-12-02,2023-12-02,98,永乐票务,49,139,17185,余票较多
C202211430,唐汉霄 2022全国巡演 厦门站,唐汉霄,47,流行/摇滚,福建,厦门,厦门艺术中心大剧场,演艺中心,3356,2022-02-23,2022-02-23,122,环球音乐,49,237,1976,余票较多
C202311431,林俊杰 2023全国巡演 南宁站,林俊杰,93,R&B,广西,南宁,南宁体育中心体育馆,体育馆,3878,2023-08-02,2023-08-02,124,索尼音乐,49,255,2726,余票较多
C202611432,赵雷 2026巡回演唱会 成都站,赵雷,50,民谣,四川,成都,成都国际会展/体育馆(演出场),体育馆,19108,2026-01-28,2026-01-28,108,猫眼演出,49,133,10262,上座偏低
C202311433,刘若英(奶茶) 2023年度演唱会 乌鲁木齐站,刘若英(奶茶),69,抒情,新疆,乌鲁木齐,乌鲁木齐体育馆,体育馆,9732,2023-06-12,2023-06-12,111,大麦,49,100,5959,余票较多
C202311434,周杰伦 2023世界巡回演唱会 兰州站,周杰伦,90,流行,甘肃,兰州,兰州艺术中心大剧场,演艺中心,1931,2023-07-27,2023-07-27,128,华研国际,49,149,1565,正常
C202411435,张学友 2024全国巡演 呼和浩特站,张学友,84,抒情,内蒙古,呼和浩特,呼和浩特奥体中心体育馆,体育馆,13454,2024-12-20,2024-12-20,123,大麦,49,59,9934,余票较多
C202311436,蔡徐坤 2023特别呈现演唱会 哈尔滨站,蔡徐坤,71,流行,黑龙江,哈尔滨,哈尔滨体育文化中心体育馆,体育馆,26294,2023-07-31,2023-07-31,103,索尼音乐,49,119,16929,余票较多
C202211437,五月天 2022巡回演唱会 深圳站,五月天,87,流行摇滚,广东,深圳,深圳奥体中心体育场,体育场,54096,2022-02-27,2022-02-27,130,摩登天空,49,250,38008,余票较多
C202411438,王嘉尔 2024特别呈现演唱会（3晚） 乌鲁木齐站,王嘉尔,64,舞曲/电子,新疆,乌鲁木齐,乌鲁木齐演艺中心,演艺中心,4676,2024-04-25,2024-04-27,118,华研国际,49,122,2460,上座偏低
C202611439,刘德华 2026全新舞台演出 南宁站,刘德华,80,抒情,广西,南宁,南宁奥体中心体育馆,体育馆,3208,2026-12-20,2026-12-20,123,华研国际,49,106,2232,余票较多
C202611440,毛不易 2026全国巡演 哈尔滨站,毛不易,59,民谣/流行,黑龙江,哈尔滨,哈尔滨国际会展/体育馆(演出场),体育馆,8826,2026-03-07,2026-03-07,121,猫眼演出,49,74,5533,余票较多
C202211441,蔡徐坤 2022年度演唱会 宁波站,蔡徐坤,64,流行,浙江,宁波,宁波演艺中心,演艺中心,1835,2022-08-14,2022-08-14,97,猫眼演出,49,178,1168,余票较多
C202611442,薛之谦 2026巡回演唱会 上海站,薛之谦,84,流行,上海,上海,上海体育场,体育场,62039,2026-02-01,2026-02-01,106,摩登天空,49,312,48107,正常
C202511443,张学友 2025巡回演唱会（2晚） 石家庄站,张学友,88,经典,河北,石家庄,石家庄体育中心体育场,体育场,24946,2025-11-01,2025-11-02,103,永乐票务,49,63,17031,余票较多
C202511444,汪苏泷 2025年度演唱会 银川站,汪苏泷,76,流行,宁夏,银川,银川体育文化中心体育馆,体育馆,14171,2025-12-08,2025-12-08,119,永乐票务,49,236,8883,余票较多
C202611445,蔡徐坤 2026全国巡演 贵阳站,蔡徐坤,81,舞曲/电子,贵州,贵阳,贵阳演艺中心,演艺中心,4952,2026-11-05,2026-11-05,120,猫眼演出,49,180,3461,余票较多
C202211446,李荣浩 2022巡回演唱会 兰州站,李荣浩,57,民谣,甘肃,兰州,兰州体育中心体育馆,体育馆,12295,2022-07-28,2022-07-28,121,环球音乐,49,222,8406,余票较多
C202511447,五月天 2025巡回演唱会 武汉站,五月天,90,流行摇滚,湖北,武汉,武汉奥体中心体育馆,体育馆,30110,2025-07-08,2025-07-08,130,橙天嘉禾,49,219,21069,余票较多
C202411448,林俊杰 2024全国巡演 宁波站,林俊杰,96,流行,浙江,宁波,宁波奥体中心体育馆,体育馆,10076,2024-03-21,2024-03-21,120,杰克音乐,49,267,7267,余票较多
C202611449,王菲 2026年度演唱会 宁波站,王菲,84,电子/氛围,浙江,宁波,宁波音乐厅/演出中心,演艺中心,4905,2026-07-08,2026-07-08,134,杰克音乐,49,156,3716,正常
C202411450,汪苏泷 2024年度演唱会 乌鲁木齐站,汪苏泷,71,电子/流行,新疆,乌鲁木齐,乌鲁木齐大剧院(演出厅),演艺中心,1640,2024-05-22,2024-05-22,126,猫眼演出,49,262,1012,余票较多
C202411451,蔡依林 2024年度演唱会 哈尔滨站,蔡依林,85,流行,黑龙江,哈尔滨,哈尔滨体育中心体育馆,体育馆,11729,2024-09-05,2024-09-05,129,现场娱乐(主办合作),49,248,8892,正常
C202511452,汪苏泷 2025年度演唱会（3晚） 太原站,汪苏泷,61,电子/流行,山西,太原,太原演艺中心,演艺中心,1687,2025-08-25,2025-08-27,132,华研国际,49,234,901,上座偏低
C202311453,陈奕迅 2023全新舞台演出 苏州站,陈奕迅,88,抒情,江苏,苏州,苏州体育中心体育馆,体育馆,41983,2023-04-04,2023-04-04,123,杰克音乐,49,304,31241,余票较多
C202211454,王菲 2022巡回演唱会 济南站,王菲,86,流行,山东,济南,济南国际会展/体育馆(演出场),体育馆,9489,2022-03-25,2022-03-25,98,大麦,49,251,6338,余票较多
C202511455,邓紫棋 2025世界巡回演唱会 济南站,邓紫棋,85,摇滚,山东,济南,济南国际会展/体育馆(演出场),体育馆,22578,2025-10-12,2025-10-12,126,永乐票务,49,193,17763,正常
C202311456,周深 2023巡回演唱会 南昌站,周深,65,古典/流行,江西,南昌,南昌体育中心体育馆,体育馆,19234,2023-10-15,2023-10-15,96,摩登天空,49,224,12191,余票较多
C202211457,光良 2022巡回演唱会 大连站,光良,57,抒情,辽宁,大连,大连国际会展/体育馆(演出场),体育馆,26147,2022-01-31,2022-01-31,117,猫眼演出,49,205,13018,上座偏低
C202311458,刘德华 2023巡回演唱会 长沙站,刘德华,91,流行,湖南,长沙,长沙国际会展/体育馆(演出场),体育馆,11694,2023-10-22,2023-10-22,113,环球音乐,49,245,10221,正常
C202411459,刘德华 2024特别呈现演唱会 杭州站,刘德华,98,流行,浙江,杭州,杭州体育文化中心体育馆,体育馆,38586,2024-08-16,2024-08-16,106,永乐票务,49,282,28924,余票较多
C202211460,王嘉尔 2022世界巡回演唱会 郑州站,王嘉尔,74,嘻哈,河南,郑州,郑州体育馆,体育馆,23856,2022-11-09,2022-11-09,122,大麦,49,215,16409,余票较多
C202311461,张学友 2023世界巡回演唱会 兰州站,张学友,91,抒情,甘肃,兰州,兰州体育馆,体育馆,14886,2023-05-24,2023-05-24,132,索尼音乐,49,305,9622,余票较多
C202511462,汪苏泷 2025世界巡回演唱会 太原站,汪苏泷,57,电子/流行,山西,太原,太原体育文化中心体育馆,体育馆,6733,2025-03-28,2025-03-28,131,华研国际,49,198,4038,余票较多
C202611463,刘德华 2026全新舞台演出 广州站,刘德华,88,流行,广东,广州,广州体育文化中心体育馆,体育馆,23063,2026-11-02,2026-11-02,117,杰克音乐,49,145,15342,余票较多
C202611464,邓紫棋 2026世界巡回演唱会 宁波站,邓紫棋,82,流行,浙江,宁波,宁波国际会展/体育馆(演出场),体育馆,10169,2026-09-21,2026-09-21,108,猫眼演出,49,244,7860,正常
C202411465,王嘉尔 2024世界巡回演唱会 佛山站,王嘉尔,80,嘻哈,广东,佛山,佛山艺术中心大剧场,演艺中心,5842,2024-11-01,2024-11-01,126,大麦,49,85,3645,余票较多
C202511466,林俊杰 2025全国巡演 成都站,林俊杰,83,流行,四川,成都,成都体育中心体育馆,体育馆,27889,2025-04-23,2025-04-23,123,大麦,49,117,19312,余票较多
C202311467,蔡徐坤 2023巡回演唱会 佛山站,蔡徐坤,79,流行,广东,佛山,佛山演艺中心,演艺中心,1823,2023-11-22,2023-11-22,106,现场娱乐(主办合作),49,145,1213,余票较多
C202311468,邓紫棋 2023年度演唱会 长沙站,邓紫棋,75,摇滚,湖南,长沙,长沙艺术中心大剧场,演艺中心,5153,2023-10-04,2023-10-04,131,猫眼演出,49,84,3204,余票较多
C202211469,周杰伦 2022世界巡回演唱会 呼和浩特站,周杰伦,93,嘻哈,内蒙古,呼和浩特,呼和浩特音乐厅/演出中心,演艺中心,5545,2022-09-15,2022-09-15,114,永乐票务,49,219,4396,正常
C202311470,张学友 2023巡回演唱会 西宁站,张学友,82,抒情,青海,西宁,西宁奥体中心体育馆,体育馆,5342,2023-05-30,2023-05-30,110,索尼音乐,49,266,3695,余票较多
C202611471,李荣浩 2026特别呈现演唱会 沈阳站,李荣浩,91,民谣,辽宁,沈阳,沈阳体育中心体育馆,体育馆,15387,2026-12-17,2026-12-17,127,猫眼演出,49,266,10133,余票较多
C202311472,华晨宇 2023特别呈现演唱会 沈阳站,华晨宇,88,摇滚/实验,辽宁,沈阳,沈阳演艺中心,演艺中心,4759,2023-02-15,2023-02-15,118,猫眼演出,49,164,3635,正常
C202611473,张靓颖 2026世界巡回演唱会 长春站,张靓颖,73,抒情,吉林,长春,长春国际会展/体育馆(演出场),体育馆,10800,2026-12-29,2026-12-29,117,现场娱乐(主办合作),49,260,6624,余票较多
C202311474,蔡徐坤 2023特别呈现演唱会 乌鲁木齐站,蔡徐坤,85,舞曲/电子,新疆,乌鲁木齐,乌鲁木齐艺术中心大剧场,演艺中心,4355,2023-12-20,2023-12-20,120,猫眼演出,49,187,2888,余票较多
C202411475,陈奕迅 2024世界巡回演唱会 兰州站,陈奕迅,80,流行,甘肃,兰州,兰州艺术中心大剧场,演艺中心,4375,2024-06-11,2024-06-11,116,大麦,49,257,2891,余票较多
C202211476,张杰 2022全国巡演 北京站,张杰,62,流行,北京,北京,北京体育文化中心体育馆,体育馆,19289,2022-06-07,2022-06-07,118,杰克音乐,49,69,12223,余票较多
C202511477,李荣浩 2025巡回演唱会 济南站,李荣浩,64,流行,山东,济南,济南体育馆,体育馆,27391,2025-06-25,2025-06-25,116,永乐票务,49,265,17109,余票较多
C202211478,唐汉霄 2022全新舞台演出（3晚） 北京站,唐汉霄,35,流行/摇滚,北京,北京,北京体育中心体育馆,体育馆,19184,2022-05-05,2022-05-07,144,橙天嘉禾,49,79,7413,上座偏低
C202211479,张学友 2022特别呈现演唱会 长春站,张学友,86,抒情,吉林,长春,长春演艺中心,演艺中心,4800,2022-10-11,2022-10-11,109,猫眼演出,49,59,3214,余票较多
C202411480,张学友 2024年度演唱会 贵阳站,张学友,89,抒情,贵州,贵阳,贵阳奥体中心体育馆,体育馆,9889,2024-08-23,2024-08-23,120,大麦,49,172,8292,正常
C202311481,张学友 2023全国巡演（2晚） 天津站,张学友,87,抒情,天津,天津,天津体育文化中心体育馆,体育馆,20265,2023-06-03,2023-06-04,122,华纳音乐,49,59,15889,正常
C202611482,毛不易 2026全新舞台演出 石家庄站,毛不易,57,民谣/流行,河北,石家庄,石家庄体育馆,体育馆,12193,2026-08-18,2026-08-18,133,索尼音乐,49,231,7016,余票较多
C202611483,周杰伦 2026世界巡回演唱会 呼和浩特站,周杰伦,87,流行,内蒙古,呼和浩特,呼和浩特体育馆,体育馆,4706,2026-02-02,2026-02-02,124,永乐票务,49,240,3519,余票较多
C202611484,王嘉尔 2026世界巡回演唱会 宁波站,王嘉尔,78,舞曲/电子,浙江,宁波,宁波音乐厅/演出中心,演艺中心,2583,2026-04-28,2026-04-28,115,大麦,49,127,1650,余票较多
C202611485,毛不易 2026世界巡回演唱会 沈阳站,毛不易,64,民谣/流行,辽宁,沈阳,沈阳体育文化中心体育馆,体育馆,10359,2026-06-02,2026-06-02,120,永乐票务,49,77,7131,余票较多
C202311486,张学友 2023特别呈现演唱会 银川站,张学友,89,抒情,宁夏,银川,银川体育场,体育场,13928,2023-10-11,2023-10-11,113,索尼音乐,49,210,9361,余票较多
C202511487,周深 2025巡回演唱会 杭州站,周深,72,跨界,浙江,杭州,杭州体育中心体育馆,体育馆,36394,2025-02-12,2025-02-12,111,杰克音乐,49,224,26708,余票较多
C202511488,邓紫棋 2025全国巡演 南昌站,邓紫棋,82,摇滚,江西,南昌,南昌体育文化中心体育馆,体育馆,16421,2025-08-25,2025-08-25,132,大麦,49,130,10572,余票较多
C202411489,蔡徐坤 2024巡回演唱会 宁波站,蔡徐坤,66,流行,浙江,宁波,宁波国际会展/体育馆(演出场),体育馆,12335,2024-09-13,2024-09-13,105,猫眼演出,49,237,7010,余票较多
C202611490,张学友 2026特别呈现演唱会（2晚） 广州站,张学友,86,抒情,广东,广州,广州体育场,体育场,48445,2026-02-09,2026-02-10,100,华研国际,49,192,26165,上座偏低
C202411491,五月天 2024世界巡回演唱会 宁波站,五月天,87,摇滚,浙江,宁波,宁波体育馆,体育馆,4613,2024-05-22,2024-05-22,128,华纳音乐,49,59,3369,余票较多
C202411492,赵雷 2024巡回演唱会 大连站,赵雷,57,民谣,辽宁,大连,大连音乐厅/演出中心,演艺中心,9666,2024-03-18,2024-03-18,125,猫眼演出,49,260,5064,上座偏低
C202411493,周杰伦 2024特别呈现演唱会 北京站,周杰伦,99,流行,北京,北京,北京大剧院(演出厅),演艺中心,15559,2024-06-21,2024-06-21,132,华纳音乐,49,327,12111,正常
C202511494,王嘉尔 2025特别呈现演唱会 苏州站,王嘉尔,81,嘻哈,江苏,苏州,苏州体育文化中心体育馆,体育馆,32470,2025-03-27,2025-03-27,124,猫眼演出,49,163,22783,余票较多
C202611495,林俊杰 2026特别呈现演唱会（2晚） 福州站,林俊杰,83,流行,福建,福州,福州奥体中心体育馆,体育馆,9367,2026-07-19,2026-07-20,129,大麦,49,285,7157,正常
C202611496,蔡徐坤 2026年度演唱会（3晚） 郑州站,蔡徐坤,56,舞曲/电子,河南,郑州,郑州体育馆,体育馆,21222,2026-08-18,2026-08-20,121,大麦,49,258,11931,余票较多
C202611497,周杰伦 2026世界巡回演唱会 深圳站,周杰伦,97,R&B,广东,深圳,深圳体育馆,体育馆,21761,2026-05-16,2026-05-16,127,橙天嘉禾,49,285,18967,正常
C202411498,周深 2024特别呈现演唱会 郑州站,周深,64,跨界,河南,郑州,郑州国际会展/体育馆(演出场),体育馆,13600,2024-04-24,2024-04-24,111,华研国际,49,114,9219,余票较多
C202211499,蔡依林 2022巡回演唱会（3晚） 济南站,蔡依林,90,舞曲/电子,山东,济南,济南奥体中心体育场,体育场,47988,2022-06-16,2022-06-18,120,橙天嘉禾,49,246,33241,余票较多
C202411500,刘若英(奶茶) 2024全新舞台演出（2晚） 北京站,刘若英(奶茶),74,抒情,北京,北京,北京奥体中心体育场,体育场,60176,2024-06-23,2024-06-24,122,环球音乐,49,211,43090,余票较多
C202311501,蔡依林 2023特别呈现演唱会（2晚） 广州站,蔡依林,85,舞曲/电子,广东,广州,广州体育文化中心体育馆,体育馆,23465,2023-09-25,2023-09-26,116,华纳音乐,49,164,17293,余票较多
C202611502,孙燕姿 2026全国巡演 兰州站,孙燕姿,68,抒情,甘肃,兰州,兰州艺术中心大剧场,演艺中心,3493,2026-12-19,2026-12-19,127,猫眼演出,49,85,2163,余票较多
C202211503,光良 2022全国巡演 上海站,光良,71,抒情,上海,上海,上海体育馆,体育馆,22206,2022-07-12,2022-07-12,94,环球音乐,49,154,13010,余票较多
C202611504,周杰伦 2026巡回演唱会 北京站,周杰伦,93,流行,北京,北京,北京体育场,体育场,72709,2026-07-06,2026-07-06,103,杰克音乐,49,169,57408,正常
C202611505,陈奕迅 2026世界巡回演唱会 武汉站,陈奕迅,92,抒情,湖北,武汉,武汉体育文化中心体育馆,体育馆,28268,2026-09-01,2026-09-01,129,永乐票务,49,277,22721,正常
C202311506,王菲 2023年度演唱会 昆明站,王菲,90,电子/氛围,云南,昆明,昆明艺术中心大剧场,演艺中心,11466,2023-10-15,2023-10-15,120,永乐票务,49,140,9543,正常
C202411507,薛之谦 2024巡回演唱会 济南站,薛之谦,87,流行,山东,济南,济南体育中心体育馆,体育馆,18113,2024-01-18,2024-01-18,112,猫眼演出,49,179,13252,余票较多
C202411508,蔡徐坤 2024巡回演唱会 长沙站,蔡徐坤,62,流行,湖南,长沙,长沙奥体中心体育馆,体育馆,16088,2024-11-18,2024-11-18,122,永乐票务,49,269,10409,余票较多
C202611509,赵雷 2026巡回演唱会 南昌站,赵雷,51,民谣,江西,南昌,南昌体育场,体育场,22292,2026-02-11,2026-02-11,121,杰克音乐,49,117,12418,余票较多
C202211510,王嘉尔 2022世界巡回演唱会 沈阳站,王嘉尔,88,嘻哈,辽宁,沈阳,沈阳体育中心体育馆,体育馆,8066,2022-03-06,2022-03-06,128,环球音乐,49,173,6811,正常
C202211511,周杰伦 2022年度演唱会 南昌站,周杰伦,96,流行,江西,南昌,南昌音乐厅/演出中心,演艺中心,10070,2022-07-31,2022-07-31,120,大麦,49,315,7743,正常
C202211512,林俊杰 2022特别呈现演唱会 银川站,林俊杰,99,流行,宁夏,银川,银川大剧院(演出厅),演艺中心,1690,2022-05-16,2022-05-16,124,橙天嘉禾,49,165,1312,正常
C202311513,蔡依林 2023年度演唱会 南昌站,蔡依林,79,舞曲/电子,江西,南昌,南昌演艺中心,演艺中心,11496,2023-12-16,2023-12-16,123,大麦,49,221,8989,正常
C202211514,蔡徐坤 2022全新舞台演出 苏州站,蔡徐坤,83,流行,江苏,苏州,苏州演艺中心,演艺中心,9086,2022-02-21,2022-02-21,106,猫眼演出,49,90,5801,余票较多
C202411515,李荣浩 2024年度演唱会 南昌站,李荣浩,66,流行,江西,南昌,南昌体育文化中心体育馆,体育馆,18727,2024-08-21,2024-08-21,102,猫眼演出,49,304,13861,余票较多
C202211516,林俊杰 2022世界巡回演唱会 成都站,林俊杰,86,流行,四川,成都,成都演艺中心,演艺中心,15172,2022-10-23,2022-10-23,108,索尼音乐,49,115,11696,正常
C202411517,林俊杰 2024全国巡演 沈阳站,林俊杰,88,R&B,辽宁,沈阳,沈阳国际会展/体育馆(演出场),体育馆,25240,2024-02-29,2024-02-29,127,大麦,49,270,18149,余票较多
C202411518,王嘉尔 2024年度演唱会（2晚） 长沙站,王嘉尔,55,嘻哈,湖南,长沙,长沙体育馆,体育馆,17820,2024-09-03,2024-09-04,111,摩登天空,49,183,10549,余票较多
C202211519,周杰伦 2022特别呈现演唱会 合肥站,周杰伦,90,嘻哈,安徽,合肥,合肥奥体中心体育场,体育场,24869,2022-09-30,2022-09-30,110,大麦,49,97,18354,余票较多
C202311520,蔡徐坤 2023全新舞台演出 沈阳站,蔡徐坤,87,舞曲/电子,辽宁,沈阳,沈阳奥体中心体育馆,体育馆,11750,2023-06-22,2023-06-22,113,摩登天空,49,59,8871,正常
C202311521,孙燕姿 2023年度演唱会 佛山站,孙燕姿,75,流行,广东,佛山,佛山国际会展/体育馆(演出场),体育馆,3175,2023-09-29,2023-09-29,129,环球音乐,49,204,2363,余票较多
C202511522,薛之谦 2025世界巡回演唱会 南昌站,薛之谦,71,流行,江西,南昌,南昌体育场,体育场,38161,2025-03-09,2025-03-09,120,杰克音乐,49,209,26361,余票较多
C202211523,周深 2022巡回演唱会（2晚） 石家庄站,周深,70,跨界,河北,石家庄,石家庄国际体育中心体育场,体育场,20531,2022-09-13,2022-09-14,114,环球音乐,49,63,10893,上座偏低
C202211524,蔡徐坤 2022全国巡演 青岛站,蔡徐坤,66,舞曲/电子,山东,青岛,青岛奥体中心体育场,体育场,20595,2022-07-04,2022-07-04,109,环球音乐,49,68,13218,余票较多
C202611525,GAI周延 2026世界巡回演唱会 上海站,GAI周延,62,嘻哈,上海,上海,上海体育馆,体育馆,35034,2026-07-26,2026-07-26,124,摩登天空,49,192,25574,余票较多
C202511526,光良 2025世界巡回演唱会 苏州站,光良,50,抒情,江苏,苏州,苏州国际体育中心体育场,体育场,71047,2025-06-06,2025-06-06,114,现场娱乐(主办合作),49,119,38677,上座偏低
C202511527,张学友 2025全新舞台演出 重庆站,张学友,87,抒情,重庆,重庆,重庆体育中心体育馆,体育馆,24707,2025-02-27,2025-02-27,125,永乐票务,49,275,15847,余票较多
C202511528,张杰 2025巡回演唱会（2晚） 青岛站,张杰,86,抒情,山东,青岛,青岛大剧院(演出厅),演艺中心,9329,2025-08-08,2025-08-09,120,华纳音乐,49,270,6151,余票较多
C202311529,李荣浩 2023巡回演唱会 武汉站,李荣浩,54,民谣,湖北,武汉,武汉演艺中心,演艺中心,16613,2023-02-14,2023-02-14,139,现场娱乐(主办合作),49,143,9911,余票较多
C202311530,蔡依林 2023全国巡演（2晚） 呼和浩特站,蔡依林,88,舞曲/电子,内蒙古,呼和浩特,呼和浩特大剧院(演出厅),演艺中心,3219,2023-08-25,2023-08-26,126,橙天嘉禾,49,179,2332,余票较多
C202211531,周杰伦 2022全新舞台演出 沈阳站,周杰伦,90,嘻哈,辽宁,沈阳,沈阳体育中心体育馆,体育馆,10921,2022-04-15,2022-04-15,115,杰克音乐,49,268,7938,余票较多
C202411532,汪苏泷 2024全国巡演 广州站,汪苏泷,65,流行,广东,广州,广州体育中心体育场,体育场,71154,2024-07-05,2024-07-05,113,猫眼演出,49,217,38144,上座偏低
C202511533,孙燕姿 2025世界巡回演唱会 大连站,孙燕姿,87,抒情,辽宁,大连,大连国际会展/体育馆(演出场),体育馆,29006,2025-04-07,2025-04-07,120,华研国际,49,196,23101,正常
C202211534,张学友 2022全新舞台演出 呼和浩特站,张学友,98,抒情,内蒙古,呼和浩特,呼和浩特体育文化中心体育馆,体育馆,6014,2022-11-09,2022-11-09,111,大麦,49,133,4098,余票较多
C202511535,刘若英(奶茶) 2025全新舞台演出 贵阳站,刘若英(奶茶),81,经典,贵州,贵阳,贵阳国际会展/体育馆(演出场),体育馆,23397,2025-06-23,2025-06-23,104,索尼音乐,49,171,14944,余票较多
C202311536,李荣浩 2023年度演唱会 石家庄站,李荣浩,71,民谣,河北,石家庄,石家庄体育中心体育馆,体育馆,5860,2023-05-16,2023-05-16,102,摩登天空,49,113,3556,余票较多
C202211537,王菲 2022世界巡回演唱会 青岛站,王菲,93,流行,山东,青岛,青岛国际会展/体育馆(演出场),体育馆,9732,2022-08-13,2022-08-13,116,橙天嘉禾,49,94,7708,正常
C202311538,王嘉尔 2023全国巡演 昆明站,王嘉尔,93,嘻哈,云南,昆明,昆明体育馆,体育馆,13300,2023-10-25,2023-10-25,124,永乐票务,49,244,11099,正常
C202511539,林俊杰 2025巡回演唱会 乌鲁木齐站,林俊杰,99,R&B,新疆,乌鲁木齐,乌鲁木齐音乐厅/演出中心,演艺中心,2077,2025-05-22,2025-05-22,130,现场娱乐(主办合作),49,81,1670,正常
C202411540,刘德华 2024世界巡回演唱会 石家庄站,刘德华,89,抒情,河北,石家庄,石家庄音乐厅/演出中心,演艺中心,4426,2024-09-10,2024-09-10,96,环球音乐,49,59,3560,正常
